ENST00000456328	ENSG00000223972
ENST00000623024	ENSG00000279767
ENST00000633218	ENSG00000231827
ENST00000633140	ENSG00000282386
ENST00000608147	ENSG00000273026
ENST00000608236	ENSG00000272654
ENST00000368525	ENSG00000163263
ENST00000424435	ENSG00000228013
ENST00000304760	ENSG00000169291
ENST00000607963	ENSG00000273110
ENST00000441613	ENSG00000229780
ENST00000421866	ENSG00000233875
ENST00000368467	ENSG00000163344
ENST00000604546	ENSG00000270361
ENST00000605085	ENSG00000271380
ENST00000392487	ENSG00000163352
ENST00000452962	ENSG00000232093
ENST00000505139	ENSG00000251246
ENST00000455788	ENSG00000236263
ENST00000458371	ENSG00000227773
ENST00000456382	ENSG00000232519
ENST00000432858	ENSG00000227673
ENST00000368324	ENSG00000132718
ENST00000368318	ENSG00000173080
ENST00000610146	ENSG00000273002
ENST00000415726	ENSG00000224276
ENST00000339922	ENSG00000189030
ENST00000451362	ENSG00000237390
ENST00000564032	ENSG00000260460
ENST00000609800	ENSG00000272971
ENST00000606343	ENSG00000272068
ENST00000605886	ENSG00000272405
ENST00000448869	ENSG00000229953
ENST00000368223	ENSG00000132688
ENST00000441272	ENSG00000237588
ENST00000428641	ENSG00000223356
ENST00000368195	ENSG00000027644
ENST00000454449	ENSG00000253831
ENST00000449345	ENSG00000228239
ENST00000607010	ENSG00000271736
ENST00000434098	ENSG00000237189
ENST00000453692	ENSG00000227217
ENST00000419415	ENSG00000226520
ENST00000368171	ENSG00000158473
ENST00000415019	ENSG00000176320
ENST00000289429	ENSG00000158477
ENST00000368170	ENSG00000158481
ENST00000368168	ENSG00000158485
ENST00000334438	ENSG00000186306
ENST00000359610	ENSG00000196171
ENST00000415675	ENSG00000225670
ENST00000332217	ENSG00000196266
ENST00000431862	ENSG00000228560
ENST00000412932	ENSG00000224943
ENST00000334857	ENSG00000184155
ENST00000255040	ENSG00000132703
ENST00000368100	ENSG00000243284
ENST00000608430	ENSG00000272668
ENST00000562313	ENSG00000260766
ENST00000368090	ENSG00000143315
ENST00000435580	ENSG00000225279
ENST00000368088	ENSG00000162728
ENST00000418602	ENSG00000227741
ENST00000556710	ENSG00000258465
ENST00000302101	ENSG00000171786
ENST00000446952	ENSG00000234425
ENST00000427339	ENSG00000232188
ENST00000356006	ENSG00000198358
ENST00000447167	ENSG00000228917
ENST00000420498	ENSG00000224985
ENST00000504449	ENSG00000248485
ENST00000367974	ENSG00000188931
ENST00000636161	ENSG00000283696
ENST00000637155	ENSG00000283360
ENST00000636824	ENSG00000283317
ENST00000537821	ENSG00000273112
ENST00000309758	ENSG00000173110
ENST00000419446	ENSG00000224515
ENST00000453111	ENSG00000234211
ENST00000426558	ENSG00000213075
ENST00000431097	ENSG00000226889
ENST00000457671	ENSG00000229808
ENST00000430905	ENSG00000227818
ENST00000447899	ENSG00000227094
ENST00000367935	ENSG00000171722
ENST00000563991	ENSG00000259788
ENST00000609669	ENSG00000272574
ENST00000415437	ENSG00000232892
ENST00000416401	ENSG00000237756
ENST00000602747	ENSG00000269887
ENST00000421530	ENSG00000233693
ENST00000607752	ENSG00000271917
ENST00000457106	ENSG00000224702
ENST00000294818	ENSG00000162763
ENST00000452618	ENSG00000236206
ENST00000400982	ENSG00000215838
ENST00000608512	ENSG00000273365
ENST00000423121	ENSG00000224358
ENST00000455257	ENSG00000236364
ENST00000366136	ENSG00000203307
ENST00000451784	ENSG00000230898
ENST00000425271	ENSG00000229588
ENST00000448643	ENSG00000225325
ENST00000426519	ENSG00000234142
ENST00000477875	ENSG00000215834
ENST00000417644	ENSG00000227907
ENST00000606967	ENSG00000272205
ENST00000607611	ENSG00000272033
ENST00000417969	ENSG00000233411
ENST00000610044	ENSG00000273160
ENST00000451992	ENSG00000241666
ENST00000451545	ENSG00000232194
ENST00000358576	ENSG00000214262
ENST00000636624	ENSG00000227722
ENST00000422548	ENSG00000283255
ENST00000367819	ENSG00000143185
ENST00000367818	ENSG00000143184
ENST00000367817	ENSG00000143196
ENST00000457405	ENSG00000235736
ENST00000420691	ENSG00000225826
ENST00000366408	ENSG00000203601
ENST00000415637	ENSG00000237707
ENST00000432081	ENSG00000235575
ENST00000392097	ENSG00000213062
ENST00000454271	ENSG00000230704
ENST00000440321	ENSG00000232959
ENST00000439184	ENSG00000233985
ENST00000426090	ENSG00000225545
ENST00000413005	ENSG00000235303
ENST00000606154	ENSG00000271811
ENST00000455124	ENSG00000231424
ENST00000037502	ENSG00000034971
ENST00000450800	ENSG00000233540
ENST00000417354	ENSG00000230630
ENST00000432694	ENSG00000224228
ENST00000452366	ENSG00000224000
ENST00000404377	ENSG00000120337
ENST00000436974	ENSG00000226375
ENST00000431459	ENSG00000238272
ENST00000417563	ENSG00000232113
ENST00000602767	ENSG00000270084
ENST00000421851	ENSG00000236535
ENST00000424181	ENSG00000224977
ENST00000367685	ENSG00000203737
ENST00000414890	ENSG00000223525
ENST00000412357	ENSG00000230687
ENST00000569593	ENSG00000260990
ENST00000455447	ENSG00000235628
ENST00000457217	ENSG00000224718
ENST00000426575	ENSG00000227740
ENST00000426030	ENSG00000228686
ENST00000456125	ENSG00000236021
ENST00000451341	ENSG00000224968
ENST00000427173	ENSG00000236720
ENST00000608190	ENSG00000273384
ENST00000608517	ENSG00000273062
ENST00000263733	ENSG00000116199
ENST00000569644	ENSG00000261250
ENST00000567150	ENSG00000261060
ENST00000341785	ENSG00000143340
ENST00000442108	ENSG00000231966
ENST00000610272	ENSG00000272906
ENST00000567486	ENSG00000261831
ENST00000567904	ENSG00000260360
ENST00000566904	ENSG00000261817
ENST00000442621	ENSG00000236719
ENST00000358073	ENSG00000243155
ENST00000415647	ENSG00000232586
ENST00000367577	ENSG00000162783
ENST00000456771	ENSG00000225359
ENST00000319701	ENSG00000179452
ENST00000609720	ENSG00000272880
ENST00000339948	ENSG00000179930
ENST00000411509	ENSG00000224810
ENST00000428646	ENSG00000225982
ENST00000412174	ENSG00000232309
ENST00000367565	ENSG00000203730
ENST00000367558	ENSG00000143333
ENST00000566297	ENSG00000261504
ENST00000435492	ENSG00000227181
ENST00000457852	ENSG00000224468
ENST00000451829	ENSG00000227554
ENST00000449525	ENSG00000231791
ENST00000605589	ENSG00000271387
ENST00000414377	ENSG00000230470
ENST00000566476	ENSG00000260976
ENST00000609881	ENSG00000273004
ENST00000569292	ENSG00000261729
ENST00000428391	ENSG00000224691
ENST00000574641	ENSG00000262180
ENST00000609032	ENSG00000273198
ENST00000608917	ENSG00000273129
ENST00000458683	ENSG00000236030
ENST00000609113	ENSG00000272827
ENST00000569873	ENSG00000261182
ENST00000426262	ENSG00000225006
ENST00000432976	ENSG00000237283
ENST00000414765	ENSG00000238054
ENST00000445072	ENSG00000226486
ENST00000419614	ENSG00000232212
ENST00000450681	ENSG00000238270
ENST00000452178	ENSG00000225811
ENST00000417409	ENSG00000241505
ENST00000413356	ENSG00000231175
ENST00000563320	ENSG00000261642
ENST00000434983	ENSG00000233882
ENST00000430776	ENSG00000228215
ENST00000417209	ENSG00000253148
ENST00000434300	ENSG00000232498
ENST00000457321	ENSG00000236069
ENST00000451690	ENSG00000234871
ENST00000608166	ENSG00000272579
ENST00000367434	ENSG00000162630
ENST00000420807	ENSG00000232077
ENST00000448412	ENSG00000226640
ENST00000447056	ENSG00000237011
ENST00000454538	ENSG00000227240
ENST00000435554	ENSG00000231714
ENST00000430519	ENSG00000227421
ENST00000367421	ENSG00000276911
ENST00000256785	ENSG00000134389
ENST00000367405	ENSG00000177888
ENST00000422250	ENSG00000230260
ENST00000440885	ENSG00000224901
ENST00000429469	ENSG00000223881
ENST00000566394	ENSG00000261573
ENST00000427439	ENSG00000233410
ENST00000432488	ENSG00000235492
ENST00000452199	ENSG00000231718
ENST00000608159	ENSG00000273093
ENST00000635660	ENSG00000282849
ENST00000568695	ENSG00000260088
ENST00000304244	ENSG00000170128
ENST00000635940	ENSG00000233217
ENST00000453155	ENSG00000229821
ENST00000633182	ENSG00000282221
ENST00000454651	ENSG00000224536
ENST00000441932	ENSG00000223396
ENST00000449492	ENSG00000236390
ENST00000429443	ENSG00000235121
ENST00000608886	ENSG00000273478
ENST00000504773	ENSG00000249007
ENST00000367282	ENSG00000170075
ENST00000602961	ENSG00000232626
ENST00000428573	ENSG00000226862
ENST00000411431	ENSG00000225620
ENST00000564127	ENSG00000260021
ENST00000330493	ENSG00000184774
ENST00000456105	ENSG00000234996
ENST00000367262	ENSG00000183155
ENST00000417729	ENSG00000234761
ENST00000241651	ENSG00000122180
ENST00000421055	ENSG00000234775
ENST00000434265	ENSG00000224671
ENST00000290551	ENSG00000159388
ENST00000343110	ENSG00000188783
ENST00000367222	ENSG00000188770
ENST00000565388	ENSG00000261065
ENST00000433869	ENSG00000230550
ENST00000437919	ENSG00000231691
ENST00000628516	ENSG00000280924
ENST00000443515	ENSG00000226330
ENST00000367188	ENSG00000158615
ENST00000453895	ENSG00000240710
ENST00000444037	ENSG00000240219
ENST00000435021	ENSG00000228153
ENST00000367167	ENSG00000174529
ENST00000452599	ENSG00000225063
ENST00000367157	ENSG00000163545
ENST00000447832	ENSG00000226235
ENST00000626538	ENSG00000281406
ENST00000442318	ENSG00000224717
ENST00000421166	ENSG00000227687
ENST00000425896	ENSG00000226780
ENST00000428399	ENSG00000236889
ENST00000367119	ENSG00000162888
ENST00000562504	ENSG00000261000
ENST00000425161	ENSG00000237605
ENST00000640756	ENSG00000284486
ENST00000367070	ENSG00000123838
ENST00000619568	ENSG00000275392
ENST00000442684	ENSG00000243636
ENST00000618707	ENSG00000274245
ENST00000635698	ENSG00000283044
ENST00000638446	ENSG00000284237
ENST00000568112	ENSG00000261453
ENST00000567538	ENSG00000259815
ENST00000415754	ENSG00000232812
ENST00000453569	ENSG00000236950
ENST00000416349	ENSG00000232537
ENST00000448988	ENSG00000227940
ENST00000367029	ENSG00000123689
ENST00000294811	ENSG00000162757
ENST00000491415	ENSG00000117597
ENST00000438597	ENSG00000234233
ENST00000417794	ENSG00000223649
ENST00000367001	ENSG00000170385
ENST00000567907	ENSG00000261314
ENST00000452024	ENSG00000228792
ENST00000458662	ENSG00000226868
ENST00000444750	ENSG00000229983
ENST00000446847	ENSG00000230063
ENST00000442146	ENSG00000234915
ENST00000447949	ENSG00000229832
ENST00000439570	ENSG00000224535
ENST00000423842	ENSG00000228067
ENST00000564287	ENSG00000260805
ENST00000427949	ENSG00000235862
ENST00000294829	ENSG00000162771
ENST00000446962	ENSG00000237980
ENST00000332912	ENSG00000185523
ENST00000632866	ENSG00000282718
ENST00000417161	ENSG00000225233
ENST00000456240	ENSG00000228255
ENST00000626109	ENSG00000281664
ENST00000610409	ENSG00000274895
ENST00000607258	ENSG00000272167
ENST00000637598	ENSG00000283518
ENST00000443622	ENSG00000228470
ENST00000632868	ENSG00000282265
ENST00000414995	ENSG00000229242
ENST00000420867	ENSG00000236292
ENST00000415765	ENSG00000234070
ENST00000431637	ENSG00000231814
ENST00000420347	ENSG00000230714
ENST00000456026	ENSG00000232100
ENST00000414452	ENSG00000232480
ENST00000446002	ENSG00000225561
ENST00000441331	ENSG00000228063
ENST00000420237	ENSG00000223842
ENST00000612055	ENSG00000277007
ENST00000458443	ENSG00000238232
ENST00000413159	ENSG00000226927
ENST00000563417	ENSG00000260505
ENST00000446169	ENSG00000231529
ENST00000602936	ENSG00000233012
ENST00000294889	ENSG00000162817
ENST00000609276	ENSG00000221571
ENST00000609941	ENSG00000272823
ENST00000431347	ENSG00000238078
ENST00000552026	ENSG00000257551
ENST00000440104	ENSG00000232436
ENST00000366899	ENSG00000143507
ENST00000431729	ENSG00000227925
ENST00000438158	ENSG00000232679
ENST00000416510	ENSG00000236230
ENST00000455363	ENSG00000226643
ENST00000608771	ENSG00000272750
ENST00000495684	ENSG00000278610
ENST00000435108	ENSG00000236846
ENST00000446145	ENSG00000226601
ENST00000366875	ENSG00000178395
ENST00000618397	ENSG00000278467
ENST00000420350	ENSG00000237101
ENST00000437416	ENSG00000233384
ENST00000431691	ENSG00000229400
ENST00000416908	ENSG00000225334
ENST00000632561	ENSG00000282418
ENST00000448264	ENSG00000227496
ENST00000428148	ENSG00000226349
ENST00000424332	ENSG00000242861
ENST00000272134	ENSG00000243709
ENST00000432920	ENSG00000255835
ENST00000513672	ENSG00000248322
ENST00000272091	ENSG00000143751
ENST00000609423	ENSG00000272562
ENST00000440540	ENSG00000234478
ENST00000453525	ENSG00000228548
ENST00000433837	ENSG00000233706
ENST00000424451	ENSG00000228625
ENST00000413347	ENSG00000230005
ENST00000366757	ENSG00000185888
ENST00000272164	ENSG00000143816
ENST00000284523	ENSG00000154342
ENST00000366714	ENSG00000198835
ENST00000295012	ENSG00000162913
ENST00000602517	ENSG00000269890
ENST00000602778	ENSG00000270110
ENST00000602345	ENSG00000270104
ENST00000602963	ENSG00000270094
ENST00000436779	ENSG00000231563
ENST00000366696	ENSG00000168148
ENST00000366695	ENSG00000181218
ENST00000620438	ENSG00000196890
ENST00000640831	ENSG00000215811
ENST00000366691	ENSG00000116574
ENST00000632635	ENSG00000282111
ENST00000433734	ENSG00000236975
ENST00000430677	ENSG00000233920
ENST00000323223	ENSG00000177800
ENST00000366688	ENSG00000213029
ENST00000418348	ENSG00000237481
ENST00000417605	ENSG00000223635
ENST00000258243	ENSG00000135763
ENST00000435973	ENSG00000227043
ENST00000445339	ENSG00000228058
ENST00000440729	ENSG00000227006
ENST00000414640	ENSG00000224407
ENST00000633012	ENSG00000282564
ENST00000412647	ENSG00000232964
ENST00000366667	ENSG00000135744
ENST00000436739	ENSG00000225656
ENST00000439341	ENSG00000223393
ENST00000425559	ENSG00000235710
ENST00000366645	ENSG00000116903
ENST00000448058	ENSG00000229228
ENST00000456782	ENSG00000226758
ENST00000428673	ENSG00000235152
ENST00000441459	ENSG00000236372
ENST00000430921	ENSG00000225919
ENST00000457698	ENSG00000236497
ENST00000418460	ENSG00000212916
ENST00000412483	ENSG00000233332
ENST00000456078	ENSG00000231272
ENST00000446433	ENSG00000236244
ENST00000425104	ENSG00000236358
ENST00000610233	ENSG00000273367
ENST00000451795	ENSG00000231663
ENST00000429507	ENSG00000230404
ENST00000436039	ENSG00000228830
ENST00000429269	ENSG00000224939
ENST00000607759	ENSG00000272362
ENST00000441360	ENSG00000241475
ENST00000442382	ENSG00000230628
ENST00000632063	ENSG00000282097
ENST00000423963	ENSG00000237520
ENST00000549744	ENSG00000258082
ENST00000628622	ENSG00000280587
ENST00000609649	ENSG00000273416
ENST00000412098	ENSG00000229463
ENST00000438371	ENSG00000237845
ENST00000443207	ENSG00000229291
ENST00000354619	ENSG00000086619
ENST00000608547	ENSG00000273058
ENST00000433131	ENSG00000230325
ENST00000464121	ENSG00000244020
ENST00000450451	ENSG00000237250
ENST00000604646	ENSG00000270188
ENST00000422844	ENSG00000234464
ENST00000400946	ENSG00000215808
ENST00000442726	ENSG00000231877
ENST00000561926	ENSG00000259776
ENST00000444721	ENSG00000234601
ENST00000430542	ENSG00000231979
ENST00000455599	ENSG00000233519
ENST00000318160	ENSG00000180875
ENST00000457477	ENSG00000224359
ENST00000428891	ENSG00000231440
ENST00000431139	ENSG00000230015
ENST00000413801	ENSG00000226919
ENST00000419583	ENSG00000196289
ENST00000357246	ENSG00000197769
ENST00000608241	ENSG00000272865
ENST00000421878	ENSG00000224525
ENST00000427176	ENSG00000234116
ENST00000627498	ENSG00000214837
ENST00000439562	ENSG00000227230
ENST00000439849	ENSG00000236031
ENST00000453572	ENSG00000232184
ENST00000417120	ENSG00000228939
ENST00000440494	ENSG00000226828
ENST00000441338	ENSG00000229960
ENST00000440148	ENSG00000237759
ENST00000417765	ENSG00000240963
ENST00000640271	ENSG00000284188
ENST00000632004	ENSG00000282317
ENST00000610145	ENSG00000273175
ENST00000607453	ENSG00000272195
ENST00000446321	ENSG00000232192
ENST00000418402	ENSG00000238224
ENST00000414565	ENSG00000231612
ENST00000426386	ENSG00000235096
ENST00000443763	ENSG00000226876
ENST00000426929	ENSG00000230184
ENST00000366308	ENSG00000242042
ENST00000366514	ENSG00000162851
ENST00000417786	ENSG00000225300
ENST00000570141	ENSG00000260698
ENST00000442712	ENSG00000235021
ENST00000366510	ENSG00000143653
ENST00000567832	ENSG00000260855
ENST00000366503	ENSG00000277462
ENST00000623686	ENSG00000221953
ENST00000566446	ENSG00000259865
ENST00000428687	ENSG00000232347
ENST00000320065	ENSG00000177489
ENST00000320002	ENSG00000177476
ENST00000641545	ENSG00000198452
ENST00000366485	ENSG00000241128
ENST00000283225	ENSG00000153230
ENST00000641506	ENSG00000228336
ENST00000355784	ENSG00000197591
ENST00000366481	ENSG00000162722
ENST00000360358	ENSG00000238243
ENST00000318244	ENSG00000177275
ENST00000641567	ENSG00000224227
ENST00000355281	ENSG00000197454
ENST00000642003	ENSG00000197067
ENST00000366476	ENSG00000162727
ENST00000317965	ENSG00000177186
ENST00000317861	ENSG00000177174
ENST00000359594	ENSG00000196539
ENST00000450847	ENSG00000229255
ENST00000641363	ENSG00000203661
ENST00000328782	ENSG00000183310
ENST00000625105	ENSG00000279301
ENST00000342623	ENSG00000189181
ENST00000590317	ENSG00000259823
ENST00000417047	ENSG00000227237
ENST00000437798	ENSG00000227061
ENST00000619113	ENSG00000277997
ENST00000431911	ENSG00000236856
ENST00000427398	ENSG00000223985
ENST00000640770	ENSG00000284452
ENST00000454477	ENSG00000225942
ENST00000444079	ENSG00000233633
ENST00000439196	ENSG00000233970
ENST00000606068	ENSG00000272342
ENST00000431542	ENSG00000231173
ENST00000425850	ENSG00000223751
ENST00000427019	ENSG00000234796
ENST00000456949	ENSG00000235688
ENST00000437132	ENSG00000235403
ENST00000428335	ENSG00000236665
ENST00000457467	ENSG00000233553
ENST00000438247	ENSG00000228613
ENST00000640435	ENSG00000283766
ENST00000419028	ENSG00000231482
ENST00000366424	ENSG00000203635
ENST00000426976	ENSG00000232057
ENST00000414065	ENSG00000234929
ENST00000457813	ENSG00000227364
ENST00000452701	ENSG00000237720
ENST00000437610	ENSG00000228391
ENST00000457478	ENSG00000234423
ENST00000454530	ENSG00000226649
ENST00000454977	ENSG00000224885
ENST00000453806	ENSG00000225234
ENST00000607415	ENSG00000271868
ENST00000450917	ENSG00000235078
ENST00000456450	ENSG00000237370
ENST00000441632	ENSG00000224661
ENST00000442831	ENSG00000229550
ENST00000425763	ENSG00000232835
ENST00000458264	ENSG00000224128
ENST00000322002	ENSG00000176887
ENST00000413960	ENSG00000236106
ENST00000450397	ENSG00000237266
ENST00000425125	ENSG00000234275
ENST00000448901	ENSG00000227007
ENST00000436082	ENSG00000226488
ENST00000607613	ENSG00000271947
ENST00000606959	ENSG00000272002
ENST00000414654	ENSG00000230515
ENST00000417930	ENSG00000235576
ENST00000442864	ENSG00000229740
ENST00000418358	ENSG00000231435
ENST00000425678	ENSG00000231083
ENST00000565044	ENSG00000261104
ENST00000492300	ENSG00000244310
ENST00000474561	ENSG00000240980
ENST00000607241	ENSG00000271855
ENST00000478468	ENSG00000240687
ENST00000483023	ENSG00000244260
ENST00000474667	ENSG00000243491
ENST00000602458	ENSG00000269973
ENST00000340444	ENSG00000188525
ENST00000566840	ENSG00000260476
ENST00000567540	ENSG00000260077
ENST00000607181	ENSG00000271787
ENST00000404616	ENSG00000217258
ENST00000414538	ENSG00000234818
ENST00000607781	ENSG00000243819
ENST00000452909	ENSG00000236162
ENST00000606907	ENSG00000272275
ENST00000418835	ENSG00000232056
ENST00000607419	ENSG00000271952
ENST00000295082	ENSG00000162975
ENST00000430897	ENSG00000230952
ENST00000454489	ENSG00000231403
ENST00000306928	ENSG00000169006
ENST00000617634	ENSG00000276411
ENST00000430048	ENSG00000203643
ENST00000431500	ENSG00000230790
ENST00000414086	ENSG00000223360
ENST00000569860	ENSG00000261117
